App,Store,App ID,Review ID,Country,Version,Rating,Date,Author,Subject,Body,Translated Subject,Translated Body,Sentiment,Device,Language,OS Version,Reply URL,Topics,Custom Topics,Tags
Reflectly - Journal & AI Diary,iOS,1241229134,8323625454,United Kingdom,4.6.1,5,2022-02-06,it os really gopd,Really good app!,"I got this app after seeing it advertised quite a lot online. I think it’s a really good app and it’s really helpful for your mental health and state and you can see how far you come since downloading the app. There is hardly and advertisements about paying for better things on the app apart from when logging in and also has no ads.

Would really recommend.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698148997/reply,"[""Advertising"", ""Connectivity"", ""Payment"", ""Satisfied users"", ""Sign Up & Login"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8326982787,USA,4.6.1,2,2022-02-06,peytonpotato,...,it made my day even worse,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2699242531/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8326626177,USA,4.6.1,5,2022-02-06,Jaoa1919191913728100,Thank u,Thank u so much for making this app it really helps me calm down and me a better person,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2699242555/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8326351755,USA,4.6.1,4,2022-02-06,dragon no good's,Love it,Love the app but hate how much it costs,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2699242619/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8326958683,United Kingdom,4.6.1,5,2022-02-06,insta is sh1t,Amazing,Amazing,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2699243590/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8326892365,United Kingdom,4.6.1,4,2022-02-06,I WANT TO SPEAK TO THE MANAGER,4 stars,I would give this app4 stars because it has really helped me it had given me a really good look on my moods as I do it every evening to wind down before bed I can talk about how my day has been. Only downside is that every time I open the app if keeps asking me if I want to upgrade to premium which I don’t but I won’t go away. If anyone could help me with that it would be great .,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2699243610/reply,"[""Frequency"", ""Pricing"", ""Satisfied users"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8326928552,Netherlands,4.6.1,4,2022-02-06,hdjdjshshd,👍,"Great app, too bad you still have to pay for some things… Although a lot are free.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2699243813/reply,"[""Pricing"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8326926619,Ireland,4.6.1,5,2022-02-06,💙🦋✌️🤌,Really cool app!,"I have found it hard to get into journaling for a while now but this rly helps! I love the fact that you can add pictures and set goals. But one thing that I don’t like is that a lot of cool stuff costs money, but overall I think it’s a rly good app and am happy I downloaded it 😊",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2699248541/reply,"[""Camera & Photos"", ""Complexity"", ""Pricing"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8319695162,USA,4.6.1,5,2022-02-05,L0V3YGRT,Great,Helps me calm down and release my stress,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2696910415/reply,"[""Satisfied users"", ""Update""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8323178738,USA,4.6.1,5,2022-02-05,uskksdiisosos,super helpful,i could never consistently journal until i found this app! i would recommend this app if you are trying to be your best self! <3,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698148137/reply,"[""Bugs"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8321554990,USA,4.6.1,4,2022-02-05,saaaammmmmmuyyyyyy,This is very good,I love this app there is just one problem I always get buy things popping up everywhere it’s annoying I can’t afford any of it,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698148143/reply,"[""Bugs""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8321945588,Canada,4.6.1,5,2022-02-05,luna lovegood!,Favourite app,The is by far my favourite app!!! I use it everyday:)) I absolutely LOVE it ;)),,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698148415/reply,"[""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8321680652,Germany,4.6.1,5,2022-02-05,"E.,:.,:",👍,I love it 👍,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698148630/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8322504409,United Kingdom,4.6.1,5,2022-02-05,i love this appppp!,I love this app,I love how it checks on me and helps me with my mental health,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698149052/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8322821950,Netherlands,4.6.1,5,2022-02-05,Relax.girl,Geweldig,Als je het gevoel wil hebben dat iemand naar je luistert is dit echt geweldig,,,positive,,Dutch,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698149290/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8322215391,Azerbaijan,4.6.1,5,2022-02-05,xmirael,Xmirael,E,,,positive,,Azerbaijani,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2698149947/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8316371476,USA,4.6.1,5,2022-02-04,timmijoe,Amazing,super great and cute,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695860254/reply,"[""Design & UX"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8316295171,USA,4.6.1,5,2022-02-04,y0ur.b1xch,Amazing,This is the beat app it helps alot with my Anxiety/panic attacks at school its rlly helpful!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695860281/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8316428879,Canada,4.6.1,1,2022-02-04,DPC2626,Brutal intro,Before I even did anything the app somehow signed me up for one year at $80. Terrible and will not be using on principal alone,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695860520/reply,"[""Dissatisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8317782408,United Kingdom,4.6.1,1,2022-02-04,robyns071,Money,I thought it was great until I realised that I can’t access half of the app because I have to subscribe. I can’t believe mental health has a price on it it’s beyond ridiculous. I think this app would have been perfect if it wasn’t hassling you for money and making you miss out on your mental stats because you don’t pay a monthly fee.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695861196/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8319045852,USA,4.6.1,5,2022-02-04,hsbddnkdnddhsh,Great app,Wish I didn’t have to pay anything but super fun,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2696910451/reply,"[""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8315444211,USA,4.6.1,5,2022-02-03,personlollllllllk,I love this app,This app has made me feel better ever since I’ve downloaded it and I really like the app.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695113616/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8315504500,United Kingdom,4.6.1,5,2022-02-03,LoveHorsesXx,Love it!❤️,This app is amazing and it really helps me 💕 5/5 stars from me and I also love all the amazing quotes!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695114826/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8315154134,United Kingdom,4.6.1,5,2022-02-03,tyjgjfhufhrjdjgudvf,Great,I have anxiety and this app has helped me alot,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695114853/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8314869494,United Kingdom,4.6.1,5,2022-02-03,-Lauren <33,Very helpful <3,Reflectly has really helped me and I recommend it for any age! It’s so easy to use and I love it :)),,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695114904/reply,"[""Complexity"", ""Design & UX"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8313507753,Netherlands,4.6.1,5,2022-02-03,kate1244567,Can't live without,It is so helpful to be grateful for what you got,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695115471/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8315659823,United Kingdom,4.6.1,1,2022-02-03,KYHAL,Good app but beware,"Great app….the issue is that I paid for premium access, the money went out of my account, the subscription appeared in settings but no access!!! No reply from app company about lack of access",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695861212/reply,"[""Bugs"", ""Dissatisfied users"", ""Payment"", ""Pricing"", ""Security & Accounts""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8310485314,USA,4.6.1,4,2022-02-02,Hsvsnshdbedb,It’s good,It’s okay!!! I really love this app and I love being able to tell about my feelings! The only thing I don’t like is that there are so many notifications! And yes I did turn them off!!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693856253/reply,"[""Notifications & Alerts"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8309702047,USA,4.6.1,3,2022-02-02,Jayceelovee,Absolutely Terrific App - Needs Work Though,"1. — Needs more options for free members instead of pretty much everything being premium and you losing people due to this. Not everyone can afford what you’re offering and we do love the app but being unable to afford premium to get the features we want and deserve, we uninstall quick and find another app that’s just as good.

2. — Needs the ability to completely black out the app with a total dark mode meaning no white and that will definitely help bring more people in, white is a glaring color and it hurts the eyes after a bit, and it can cause migraines for folks. Also make sure this feature is at least free when you make it, your users will thank you and your ratings will go up instead of down to rock bottom.

3. — We should have the ability to pick our very own accent colors from a color wheel instead of colors you have picked out for us because the colors now are cute and all but I know like many others I’m bored with them and would love to change the color to whatever i wanted, right? Plus this feature would be free of cost so no bad ratings and a lot more happy users.

4. — Can we have the ability to take a photo from the daily challenge screen instead of having to open the daily challenge, see what the daily challenge is, go take a photo, open app, go back to daily challenge, and THEN has to upload it from photo? Like this is so time consuming. Why not just add a ‘Take Photo’ button so we can use our cameras from the app itself and take a photo of what our challenge is, then completely the challenge? This would be so much easier please! Users will thank you againnnn!!!

Thank you for listening. I hope you take some of these to heart, not just for you but for us, the users, as well and you treat us how you’d wanna be treated. Have a good day/night.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693856295/reply,"[""Bugs"", ""Camera & Photos"", ""Design & UX"", ""Feature Requests"", ""Frequency"", ""Performance"", ""Pricing"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8309374477,USA,4.6.1,5,2022-02-02,Peanut🌸,👍,Good,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693856328/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8308957595,USA,4.6.1,5,2022-02-02,Tre Ferguson,Reflectly,Refectly is helping me and it feels like telling someone how my day was. It gives me quotes to keep going and makes me feel better about my self.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693856356/reply,"[""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8308679923,USA,4.6.0,4,2022-02-02,eli✨🤌🏼,Great App,"I love it and use it often. I just wish I could look at my stats for free

Great app tho✨🕺🏻",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693856383/reply,"[""Feature Requests"", ""Frequency"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8311360144,Germany,4.6.1,5,2022-02-02,hhgyfvi,Sehr Gut,Sehr Gut,,,positive,,German,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693857179/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8309704249,United Kingdom,4.6.1,5,2022-02-02,GarceGarce,Helps a lot,Helped me through so much stuff that messed up my life and really makes you think and get back on track with the life you want and not the one everyone else wants you to live! DEFINITELY RECOMMEND IT!!!! Thank you Reflectly 🤍🤍,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693857668/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8312222358,USA,4.6.1,3,2022-02-02,Mrs.hotfictionalmenwifey,Honey_7070,"Idk I used this app for a long time and I went into it one day and it had signed me out so I thought well no big deal I will just sign back in ,right? Wrong. When I did sign back in CORRECTLY all of my stuff was gone. And it was as if I never had the app until then. Besides this little mishap the app was good and good for telling someone things without telling someone. If yk what I mean.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695113661/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8312109061,United Kingdom,4.6.1,5,2022-02-02,lolldnnebdnd,I just love reflective,Idk why,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2695114929/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8305905112,USA,4.6.1,5,2022-02-01,b1uehummingbird,My favorite journal app.,I always enjoy reflecting on my day by writing a journal entry. Reflectly is a really relaxing a quick way to do this and I’m happy to have a positive experience to end my day every day. 😊👍,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2692583306/reply,"[""Frequency"", ""Performance"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8305803490,USA,4.6.1,5,2022-02-01,hope_suger_,I AM IN LOVE WITH THIS APP!!!!,I feel great just talking about what I need to get out I feel better every day with this app. I love talking out my problems and thinking for myself I love the little motivation things it is soo helpful!!! Great app,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2692583366/reply,"[""Frequency""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8305287387,USA,4.6.1,5,2022-02-01,tori and payton,10/10 definitely recommend,"This app helps me to document the good and bad times, the highs and the lows",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2692583407/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8307297829,United Kingdom,4.6.1,3,2022-02-01,hihohihihiihihho,good app but,it won’t let me get off the subscription page the no thanks button ain’t working,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2692584506/reply,"[""Design & UX"", ""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8308525703,USA,4.6.1,5,2022-02-01,sup zooooooo🤍,Very good,"IT’s very motivating and peaceful you can look at inspiring quotes and you have daily questions and challenges it’s REALLY GOOD download it and you won’t regret ,thanks for reading this review 💗",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2693856419/reply,"[""Frequency"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8303634936,USA,4.6.1,3,2022-01-31,Humanpinkiepie,"Great at some things, not at others.","The basic functionality is really nice, but it has a couple of interface issues and other problems.

The app is aggressive about trying to get you to pay for it. I go to track my mood multiple times a day and have to close the add that blocks the entire screen each time. There is no option for “Don’t see this again” that I can see, and I don’t have money to spend on a subscription for an app I just use to track my mood and nothing else.

I think there should be quicker access to the mood tracking option as well. I think the fact that additional things to track, like what’s making you feel the way you are and how you feel about it are hidden and you have to scroll to the side with no prompting to see them made me think there was only one page of emotions and things to track for months until I accidentally scrolled sideways. I’m used to scrolling up and down to see additional options on trackers.

Last, some of the “inspirational quotes” they use are actually really high-pressure, anxiety-inducing, and overall just made me feel much worse. I don’t even read the quotes anymore, which is a shame because I liked the idea of inspirational quotes to remind me to track my mood.

Overall it’s okay, but things like this make me think about deleting the app from my phone every time I get a notification.",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2691465107/reply,"[""Bugs"", ""Design & UX"", ""Frequency"", ""Notifications & Alerts"", ""Pricing"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8302120099,USA,4.6.1,5,2022-01-31,Sindel Warren,good,great,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2691465153/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8301848603,USA,4.6.1,5,2022-01-31,Sad Trum Booooone,Best App I’ve used!,I honestly thought there was gonna be ads everywhere when I first got it! But I love all the quotes they let you scroll through and how you can do mood checks three see them later! I recommend you get it!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2691465203/reply,"[""Advertising"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8304519724,United Kingdom,4.6.1,5,2022-01-31,ghgjgdmktsg,Good,This was an good app,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2691465998/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8304730312,USA,4.6.1,5,2022-01-31,graksndvxz,High self esteem,I have low self esteem but this app makes me feel…confident for once in my life I feel less judged because of the quotes I feel like I can express myself and feel less judged It makes me know I can do better cause I am better it’s really good 5 star,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2692583507/reply,"[""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8304627605,Germany,4.6.1,5,2022-01-31,yyeonjunssgf,this app is really awsome like it’s help me so well,daria,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2692584135/reply,"[""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8300760520,USA,4.6.1,5,2022-01-30,fernedez,sussy,it helps boost my confiedence,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2690738305/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8299739675,USA,4.6.1,5,2022-01-30,starrynightcapricorn,Amazing!,This is one of the best apps that I have. Considering I have anxiety this is the perfect thing to get me feeling better.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2690738326/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8297689799,USA,4.6.1,5,2022-01-30,djhdvwkakgs,amazing app!,i love this app!! i just recently started using it but i love it and would definitely recommend it to anyone who needs to get their life together like me!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2690738334/reply,[],[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8300870274,United Kingdom,4.6.1,5,2022-01-30,jfgfjfgdkfbjdbdjchvnfjfnd,Amazing,This app is so good I’ve only had it for a few hours and I feel so amazing and calm,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2690738499/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8300050129,United Kingdom,4.6.1,5,2022-01-30,Cat Guy Reviews,Amazing app,Let’s you let out your thoughts and see motivational messages. You also do not need to pay for premium to have a nice experience with the app,,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2690738508/reply,"[""Pricing"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8298960078,United Kingdom,4.6.1,5,2022-01-30,fluffy cookie girl xo,I love it,I love it,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2690738527/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8296994150,USA,4.6.1,3,2022-01-29,thinkmilly,Needs support for Apple Pencil,"Very minimalist, which I appreciate. However, using an Apple Pencil for this type of activity makes for a more fulfilling - experience",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689210925/reply,"[""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8296935178,USA,4.6.1,5,2022-01-29,aperson2764,Love this!,Helped me get emotions out and find things to help make life make more sense!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689210973/reply,"[""Satisfied users"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8296780838,USA,4.6.1,1,2022-01-29,Lack of CS,Still no response,ZERO CUSTOMER SERVICE! No response to emails. 5 emails and nothing.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689210990/reply,"[""Notifications & Alerts"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8296375354,USA,4.6.1,4,2022-01-29,ori lola,Good app,This app is good its just the amout of money you have to pay just for an full verson,,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211013/reply,"[""Pricing"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8295335965,USA,4.6.1,5,2022-01-29,gothicmikasa,amazing,"it really helps me get things off my chest especially because i’m young, a teenager where school is tough and i can’t always trust and rely on my “friends” that “care” so this app really helps me talk it out by myself without anyone shaming me for the way i feel which is really nice. thank you reflectify 💗",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211037/reply,"[""Privacy"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8294782184,USA,4.6.1,1,2022-01-29,typi314,Ads even if you pay,Even if you pay for a premium subscription for this app you will see an ad at least ONCE A DAY for their bundle. I’ll be looking for another app. What this app does isn’t special and I can get one for a cheaper one time purchase.,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211060/reply,"[""Advertising"", ""Pricing""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8294656474,USA,4.6.1,1,2022-01-29,um lol ig,All I want is my money back,This is just a money thirsty app. I wanted to try it out because I was stressed and it made me pay $60 after saying it’s 11.99 a month so that’s all I wanted to spend. It took half of my savings unfortunately and it didn’t even help!!🥲,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211078/reply,"[""Payment"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8294181955,USA,4.6.1,5,2022-01-29,VioletttStarrr,5 out of 5 must try,It’s amazing and it help’s me feel better about my self.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211120/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8293878570,USA,4.6.1,5,2022-01-29,kaywesterman,Nice,Easy to use and has cool features for journaling and expressing myself by writing as well as seeing inspirational quotes & sayings that can change my mood just by reading the positive life changing quotes.,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211143/reply,"[""Complexity"", ""Design & UX"", ""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8293857048,USA,4.6.1,5,2022-01-29,that_one_gurl1026,I LOVE THIS I CAN EXPLAIN MY FEELINGS IAND ONLY I CAN SEE THEM❤️❤️❤️❤️❤️!!!!!!!!!,I LOVE IT,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211156/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8296566228,Canada,4.6.1,4,2022-01-29,adavidatkinson,Reflectly,"I love this app because when I am down I can share my thoughts and feelings when I don’t want to talk to someone. I love how there are many different things that you can do in this app like the quotes, mood check in, a voice note and more. I do recommend this app to anyone who needs to share some thoughts.",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211611/reply,"[""Satisfied users"", ""Use cases""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8294395407,Canada,4.6.1,2,2022-01-29,ModTheMan,Meh at best. Dishonest at worst,"I just started using this app a few days ago. It’s been an alright tool to help keep track of myself and my emotions. Every time you open it tho it freezes for a second then shows the same full page add every single time. You have to scroll down to hit “No Thanks” every… single… time. The app is also somewhat slow and buggy. 

I think the worst tho is the stats. They tease you with them saying “Only X more days of check-ins to unlock your stats!” Then when you finally do… they’re locked behind a pay wall. I could only think “are you for real?” I was led on by the app description and the app itself to believe I’d get these awesome super helpful stats. Too bad it’s all locked behind a pay wall. I might as well just use the default notes app. Daylio is a better option honestly and they are much more upfront about what’s actually available for free. You get stats with Daylio with only some locked behind a pay wall",,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211644/reply,"[""Bugs"", ""Frequency"", ""Dissatisfied users"", ""Performance"", ""Customer Support""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8297516680,United Kingdom,4.6.1,5,2022-01-29,Ivy1515,I love this app!,I really like this app mainly because of the notifications and daily challenges! Definitely turn ur notifications on!!!,,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2690738528/reply,"[""Frequency"", ""Notifications & Alerts"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8290708124,USA,4.6.1,4,2022-01-28,mikumo-san,it’s really good,"i wish there were more moods to choose from than completely okay, somewhat bad, terrible, happy, and super awesome. like maybe a ‘custom’ button or smth. other than that it’s rlly good 😁",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2688137959/reply,"[""Design & UX"", ""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8290589950,USA,4.6.1,3,2022-01-28,Madarua,Grrrr,I have an account through apple that has a whole year of extras and I can’t log into it 😭,,,negative,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2688137991/reply,"[""Security & Accounts""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8290523820,USA,4.6.1,5,2022-01-28,hb067,Yup,I like this app but it’s really annoying that they have a whole tab you can’t use unless you pay but I have gotten used to it. One thing I think would be awesome is connecting people through the app,,,neutral,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2688137996/reply,"[""Satisfied users""]",[],[]
Reflectly - Journal & AI Diary,iOS,1241229134,8293740064,USA,4.6.1,4,2022-01-28,great game! recamend,Great,"I recommend, it’s helped me even tho it costs money(I haven’t spent money, it’s optional)",,,positive,,English,,https://app.appbot.co/apps/1526549-reflectly-journal-ai-diary/reviews/2689211178/reply,"[""Pricing"", ""Satisfied users""]",[],[]
